Training console diary: C:\Users\abuj\Code\Reinforcement-Learning-Furuta-Inverted-Pendulum\results\TD3\run_20260704_015559_td3_mathworks_style_pi_current_1c_500hz_long_detailed\training_console.log
Episode:   1/5000 | Episode reward:  1113.94 | Episode steps: 1973 | Average reward:  1113.94 | Step Count: 1973 | Episode Q0:    28.33
Episode: 4732/5000 | Episode reward:  1260.72 | Episode steps: 2500 | Average reward:  1269.85 | Step Count: 10900627 | Episode Q0:    48.75
Episode: 4733/5000 | Episode reward:  1258.11 | Episode steps: 2500 | Average reward:  1268.40 | Step Count: 10903127 | Episode Q0:    48.75
Episode: 4734/5000 | Episode reward:  1318.88 | Episode steps: 2500 | Average reward:  1274.87 | Step Count: 10905627 | Episode Q0:    48.75
Episode: 4735/5000 | Episode reward:  1265.17 | Episode steps: 2500 | Average reward:  1278.01 | Step Count: 10908127 | Episode Q0:    48.75
Episode: 4736/5000 | Episode reward:  1275.89 | Episode steps: 2500 | Average reward:  1278.77 | Step Count: 10910627 | Episode Q0:    47.81
Episode: 4737/5000 | Episode reward:  1266.14 | Episode steps: 2500 | Average reward:  1275.50 | Step Count: 10913127 | Episode Q0:    47.81
Episode: 4738/5000 | Episode reward:  1245.02 | Episode steps: 2500 | Average reward:  1275.43 | Step Count: 10915627 | Episode Q0:    47.81
Episode: 4739/5000 | Episode reward:  1271.11 | Episode steps: 2500 | Average reward:  1279.55 | Step Count: 10918127 | Episode Q0:    47.81
Episode: 4740/5000 | Episode reward:  1272.72 | Episode steps: 2500 | Average reward:  1275.53 | Step Count: 10920627 | Episode Q0:    47.81
Episode: 4741/5000 | Episode reward:  1252.84 | Episode steps: 2500 | Average reward:  1268.66 | Step Count: 10923127 | Episode Q0:    47.81
Episode: 4742/5000 | Episode reward:  1237.60 | Episode steps: 2500 | Average reward:  1266.35 | Step Count: 10925627 | Episode Q0:    47.81
Episode: 4743/5000 | Episode reward:  1261.25 | Episode steps: 2500 | Average reward:  1266.66 | Step Count: 10928127 | Episode Q0:    47.81
Episode: 4744/5000 | Episode reward:  1333.45 | Episode steps: 2500 | Average reward:  1268.12 | Step Count: 10930627 | Episode Q0:    47.81
Episode: 4745/5000 | Episode reward:  1265.98 | Episode steps: 2500 | Average reward:  1268.20 | Step Count: 10933127 | Episode Q0:    47.81
Episode: 4746/5000 | Episode reward:  1175.44 | Episode steps: 2500 | Average reward:  1258.15 | Step Count: 10935627 | Episode Q0:    47.81
Episode: 4747/5000 | Episode reward:  1279.66 | Episode steps: 2500 | Average reward:  1259.51 | Step Count: 10938127 | Episode Q0:    47.81
Episode: 4748/5000 | Episode reward:  1320.00 | Episode steps: 2500 | Average reward:  1267.01 | Step Count: 10940627 | Episode Q0:    47.81
Episode: 4749/5000 | Episode reward:  1239.68 | Episode steps: 2500 | Average reward:  1263.86 | Step Count: 10943127 | Episode Q0:    47.81
Episode: 4750/5000 | Episode reward:  1238.55 | Episode steps: 2500 | Average reward:  1260.45 | Step Count: 10945627 | Episode Q0:    47.81
Episode: 4751/5000 | Episode reward:  1276.98 | Episode steps: 2500 | Average reward:  1262.86 | Step Count: 10948127 | Episode Q0:    47.81
Episode: 4752/5000 | Episode reward:  1308.89 | Episode steps: 2500 | Average reward:  1269.99 | Step Count: 10950627 | Episode Q0:    47.81
Episode: 4753/5000 | Episode reward:  1256.09 | Episode steps: 2500 | Average reward:  1269.47 | Step Count: 10953127 | Episode Q0:    47.81
Episode: 4754/5000 | Episode reward:  1328.05 | Episode steps: 2500 | Average reward:  1268.93 | Step Count: 10955627 | Episode Q0:    47.81
Episode: 4755/5000 | Episode reward:  1269.34 | Episode steps: 2500 | Average reward:  1269.27 | Step Count: 10958127 | Episode Q0:    47.81
Episode: 4756/5000 | Episode reward:  1304.75 | Episode steps: 2500 | Average reward:  1282.20 | Step Count: 10960627 | Episode Q0:    47.81
Episode: 4757/5000 | Episode reward:  1255.89 | Episode steps: 2500 | Average reward:  1279.82 | Step Count: 10963127 | Episode Q0:    47.81
Episode: 4758/5000 | Episode reward:  1194.20 | Episode steps: 2500 | Average reward:  1267.24 | Step Count: 10965627 | Episode Q0:    47.81
Episode: 4759/5000 | Episode reward:  1313.10 | Episode steps: 2500 | Average reward:  1274.58 | Step Count: 10968127 | Episode Q0:    48.45
Episode: 4760/5000 | Episode reward:  1274.63 | Episode steps: 2500 | Average reward:  1278.19 | Step Count: 10970627 | Episode Q0:    48.45
Episode: 4761/5000 | Episode reward:  1259.88 | Episode steps: 2500 | Average reward:  1276.48 | Step Count: 10973127 | Episode Q0:    48.45
Episode: 4762/5000 | Episode reward:  1256.64 | Episode steps: 2500 | Average reward:  1271.26 | Step Count: 10975627 | Episode Q0:    48.45
Episode: 4763/5000 | Episode reward:  1223.07 | Episode steps: 2500 | Average reward:  1267.96 | Step Count: 10978127 | Episode Q0:    48.45
Episode: 4764/5000 | Episode reward:  1224.87 | Episode steps: 2500 | Average reward:  1257.64 | Step Count: 10980627 | Episode Q0:    48.45
Episode: 4765/5000 | Episode reward:  1247.11 | Episode steps: 2500 | Average reward:  1255.41 | Step Count: 10983127 | Episode Q0:    48.45
Episode: 4766/5000 | Episode reward:  1266.84 | Episode steps: 2500 | Average reward:  1251.62 | Step Count: 10985627 | Episode Q0:    48.45
Episode: 4767/5000 | Episode reward:  1324.09 | Episode steps: 2500 | Average reward:  1258.44 | Step Count: 10988127 | Episode Q0:    48.45
Episode: 4768/5000 | Episode reward:  1329.45 | Episode steps: 2500 | Average reward:  1271.97 | Step Count: 10990627 | Episode Q0:    48.45
Episode: 4769/5000 | Episode reward:  1254.30 | Episode steps: 2500 | Average reward:  1266.09 | Step Count: 10993127 | Episode Q0:    48.45
Episode: 4770/5000 | Episode reward:  1257.11 | Episode steps: 2500 | Average reward:  1264.34 | Step Count: 10995627 | Episode Q0:    48.45
Episode: 4771/5000 | Episode reward:  1260.95 | Episode steps: 2500 | Average reward:  1264.44 | Step Count: 10998127 | Episode Q0:    48.45
Episode: 4772/5000 | Episode reward:  1278.51 | Episode steps: 2500 | Average reward:  1266.63 | Step Count: 11000627 | Episode Q0:    48.45
Episode: 4773/5000 | Episode reward:  1261.09 | Episode steps: 2500 | Average reward:  1270.43 | Step Count: 11003127 | Episode Q0:    48.45
Episode: 4774/5000 | Episode reward:  1335.13 | Episode steps: 2500 | Average reward:  1281.46 | Step Count: 11005627 | Episode Q0:    48.45
Episode: 4775/5000 | Episode reward:  1281.19 | Episode steps: 2500 | Average reward:  1284.87 | Step Count: 11008127 | Episode Q0:    48.45
Episode: 4776/5000 | Episode reward:  1233.40 | Episode steps: 2500 | Average reward:  1281.52 | Step Count: 11010627 | Episode Q0:    48.45
Episode: 4777/5000 | Episode reward:  1302.56 | Episode steps: 2500 | Average reward:  1279.37 | Step Count: 11013127 | Episode Q0:    48.45
Episode: 4778/5000 | Episode reward:  1272.24 | Episode steps: 2500 | Average reward:  1273.65 | Step Count: 11015627 | Episode Q0:    48.45
Episode: 4779/5000 | Episode reward:  1247.52 | Episode steps: 2500 | Average reward:  1272.97 | Step Count: 11018127 | Episode Q0:    48.45
Episode: 4780/5000 | Episode reward:  1278.16 | Episode steps: 2500 | Average reward:  1275.07 | Step Count: 11020627 | Episode Q0:    48.20
Episode: 4781/5000 | Episode reward:  1243.44 | Episode steps: 2500 | Average reward:  1273.32 | Step Count: 11023127 | Episode Q0:    48.20
Episode: 4782/5000 | Episode reward:  1304.87 | Episode steps: 2500 | Average reward:  1275.96 | Step Count: 11025627 | Episode Q0:    48.20
Episode: 4783/5000 | Episode reward:  1271.55 | Episode steps: 2500 | Average reward:  1277.01 | Step Count: 11028127 | Episode Q0:    48.20
Episode: 4784/5000 | Episode reward:  1145.45 | Episode steps: 2500 | Average reward:  1258.04 | Step Count: 11030627 | Episode Q0:    48.20
Episode: 4785/5000 | Episode reward:  1268.29 | Episode steps: 2500 | Average reward:  1256.75 | Step Count: 11033127 | Episode Q0:    48.20
Episode: 4786/5000 | Episode reward:  1267.99 | Episode steps: 2500 | Average reward:  1260.21 | Step Count: 11035627 | Episode Q0:    48.20
Episode: 4787/5000 | Episode reward:  1261.90 | Episode steps: 2500 | Average reward:  1256.14 | Step Count: 11038127 | Episode Q0:    48.20
Episode: 4788/5000 | Episode reward:  1301.41 | Episode steps: 2500 | Average reward:  1259.06 | Step Count: 11040627 | Episode Q0:    48.20
Episode: 4789/5000 | Episode reward:  1307.89 | Episode steps: 2500 | Average reward:  1265.09 | Step Count: 11043127 | Episode Q0:    48.20
Episode: 4790/5000 | Episode reward:  1266.39 | Episode steps: 2500 | Average reward:  1263.92 | Step Count: 11045627 | Episode Q0:    48.20
Episode: 4791/5000 | Episode reward:  1225.71 | Episode steps: 2500 | Average reward:  1262.14 | Step Count: 11048127 | Episode Q0:    48.20
Episode: 4792/5000 | Episode reward:  1276.34 | Episode steps: 2500 | Average reward:  1259.29 | Step Count: 11050627 | Episode Q0:    48.20
Episode: 4793/5000 | Episode reward:  1261.67 | Episode steps: 2500 | Average reward:  1258.30 | Step Count: 11053127 | Episode Q0:    48.20
Episode: 4794/5000 | Episode reward:  1269.43 | Episode steps: 2500 | Average reward:  1270.70 | Step Count: 11055627 | Episode Q0:    48.20
Episode: 4795/5000 | Episode reward:  1249.55 | Episode steps: 2500 | Average reward:  1268.83 | Step Count: 11058127 | Episode Q0:    48.20
Episode: 4796/5000 | Episode reward:  1343.40 | Episode steps: 2500 | Average reward:  1276.37 | Step Count: 11060627 | Episode Q0:    48.20
Episode: 4797/5000 | Episode reward:   984.51 | Episode steps: 2500 | Average reward:  1248.63 | Step Count: 11063127 | Episode Q0:    48.20
Episode: 4798/5000 | Episode reward:  1225.91 | Episode steps: 2500 | Average reward:  1241.08 | Step Count: 11065627 | Episode Q0:    48.20
Episode: 4799/5000 | Episode reward:  1271.99 | Episode steps: 2500 | Average reward:  1237.49 | Step Count: 11068127 | Episode Q0:    48.20
Episode: 4800/5000 | Episode reward:  1295.63 | Episode steps: 2500 | Average reward:  1240.41 | Step Count: 11070627 | Episode Q0:    48.20
Episode: 4801/5000 | Episode reward:  1159.93 | Episode steps: 2500 | Average reward:  1233.83 | Step Count: 11073127 | Episode Q0:    48.20
Episode: 4802/5000 | Episode reward:  1097.73 | Episode steps: 2500 | Average reward:  1215.97 | Step Count: 11075627 | Episode Q0:    48.20
Episode: 4803/5000 | Episode reward:  1288.13 | Episode steps: 2500 | Average reward:  1218.62 | Step Count: 11078127 | Episode Q0:    48.24
Episode: 4804/5000 | Episode reward:  1270.34 | Episode steps: 2500 | Average reward:  1218.71 | Step Count: 11080627 | Episode Q0:    48.24
Episode: 4805/5000 | Episode reward:  1276.52 | Episode steps: 2500 | Average reward:  1221.41 | Step Count: 11083127 | Episode Q0:    48.24
Episode: 4806/5000 | Episode reward:  1322.30 | Episode steps: 2500 | Average reward:  1219.30 | Step Count: 11085627 | Episode Q0:    48.24
Episode: 4807/5000 | Episode reward:  1270.20 | Episode steps: 2500 | Average reward:  1247.87 | Step Count: 11088127 | Episode Q0:    48.24
Episode: 4808/5000 | Episode reward:  1281.54 | Episode steps: 2500 | Average reward:  1253.43 | Step Count: 11090627 | Episode Q0:    48.24
Episode: 4809/5000 | Episode reward:  1288.49 | Episode steps: 2500 | Average reward:  1255.08 | Step Count: 11093127 | Episode Q0:    48.24
Episode: 4810/5000 | Episode reward:  1266.49 | Episode steps: 2500 | Average reward:  1252.17 | Step Count: 11095627 | Episode Q0:    48.24
Episode: 4811/5000 | Episode reward:  1271.26 | Episode steps: 2500 | Average reward:  1263.30 | Step Count: 11098127 | Episode Q0:    48.24
Episode: 4812/5000 | Episode reward:  1265.53 | Episode steps: 2500 | Average reward:  1280.08 | Step Count: 11100627 | Episode Q0:    48.24
Episode: 4813/5000 | Episode reward:  1286.58 | Episode steps: 2500 | Average reward:  1279.93 | Step Count: 11103127 | Episode Q0:    48.24
Episode: 4814/5000 | Episode reward:  1238.85 | Episode steps: 2500 | Average reward:  1276.78 | Step Count: 11105627 | Episode Q0:    48.24
Episode: 4815/5000 | Episode reward:  1276.56 | Episode steps: 2500 | Average reward:  1276.78 | Step Count: 11108127 | Episode Q0:    48.24
Episode: 4816/5000 | Episode reward:  1274.48 | Episode steps: 2500 | Average reward:  1272.00 | Step Count: 11110627 | Episode Q0:    48.24
Episode: 4817/5000 | Episode reward:  1259.34 | Episode steps: 2500 | Average reward:  1270.91 | Step Count: 11113127 | Episode Q0:    48.24
Episode: 4818/5000 | Episode reward:  1279.50 | Episode steps: 2500 | Average reward:  1270.71 | Step Count: 11115627 | Episode Q0:    48.24
Episode: 4819/5000 | Episode reward:  1257.75 | Episode steps: 2500 | Average reward:  1267.64 | Step Count: 11118127 | Episode Q0:    48.24
Episode: 4820/5000 | Episode reward:  1340.57 | Episode steps: 2500 | Average reward:  1275.04 | Step Count: 11120627 | Episode Q0:    48.24
Episode: 4821/5000 | Episode reward:  1289.09 | Episode steps: 2500 | Average reward:  1276.83 | Step Count: 11123127 | Episode Q0:    48.24
Episode: 4822/5000 | Episode reward:  1274.62 | Episode steps: 2500 | Average reward:  1277.74 | Step Count: 11125627 | Episode Q0:    48.24
Episode: 4823/5000 | Episode reward:  1255.94 | Episode steps: 2500 | Average reward:  1274.67 | Step Count: 11128127 | Episode Q0:    48.24
Episode: 4824/5000 | Episode reward:  1275.27 | Episode steps: 2500 | Average reward:  1278.31 | Step Count: 11130627 | Episode Q0:    48.47
Episode: 4825/5000 | Episode reward:  1284.12 | Episode steps: 2500 | Average reward:  1279.07 | Step Count: 11133127 | Episode Q0:    48.47
Episode: 4826/5000 | Episode reward:  1249.25 | Episode steps: 2500 | Average reward:  1276.55 | Step Count: 11135627 | Episode Q0:    48.47
Episode: 4827/5000 | Episode reward:  1229.89 | Episode steps: 2500 | Average reward:  1273.60 | Step Count: 11138127 | Episode Q0:    48.47
Episode: 4828/5000 | Episode reward:  1258.33 | Episode steps: 2500 | Average reward:  1271.48 | Step Count: 11140627 | Episode Q0:    48.47
Episode: 4829/5000 | Episode reward:  1117.51 | Episode steps: 2500 | Average reward:  1257.46 | Step Count: 11143127 | Episode Q0:    48.47
Episode: 4830/5000 | Episode reward:  1286.65 | Episode steps: 2500 | Average reward:  1252.07 | Step Count: 11145627 | Episode Q0:    48.47
Episode: 4831/5000 | Episode reward:  1261.76 | Episode steps: 2500 | Average reward:  1249.33 | Step Count: 11148127 | Episode Q0:    48.47
Episode: 4832/5000 | Episode reward:  1285.10 | Episode steps: 2500 | Average reward:  1250.38 | Step Count: 11150627 | Episode Q0:    48.47
Episode: 4833/5000 | Episode reward:  1220.14 | Episode steps: 2500 | Average reward:  1246.80 | Step Count: 11153127 | Episode Q0:    48.47
Episode: 4834/5000 | Episode reward:  1257.52 | Episode steps: 2500 | Average reward:  1245.03 | Step Count: 11155627 | Episode Q0:    48.47
Episode: 4835/5000 | Episode reward:  1258.02 | Episode steps: 2500 | Average reward:  1242.42 | Step Count: 11158127 | Episode Q0:    48.47
Episode: 4836/5000 | Episode reward:  1208.39 | Episode steps: 2500 | Average reward:  1238.33 | Step Count: 11160627 | Episode Q0:    48.47
Episode: 4837/5000 | Episode reward:  1279.44 | Episode steps: 2500 | Average reward:  1243.29 | Step Count: 11163127 | Episode Q0:    48.47
Episode: 4838/5000 | Episode reward:  1256.46 | Episode steps: 2500 | Average reward:  1243.10 | Step Count: 11165627 | Episode Q0:    48.47
Episode: 4839/5000 | Episode reward:  1265.88 | Episode steps: 2500 | Average reward:  1257.94 | Step Count: 11168127 | Episode Q0:    48.47
Episode: 4840/5000 | Episode reward:  1195.14 | Episode steps: 2500 | Average reward:  1248.79 | Step Count: 11170627 | Episode Q0:    48.47
Episode: 4841/5000 | Episode reward:  1272.90 | Episode steps: 2500 | Average reward:  1249.90 | Step Count: 11173127 | Episode Q0:    48.47
Episode: 4842/5000 | Episode reward:  1284.26 | Episode steps: 2500 | Average reward:  1249.81 | Step Count: 11175627 | Episode Q0:    48.47
Episode: 4843/5000 | Episode reward:   991.00 | Episode steps: 2500 | Average reward:  1226.90 | Step Count: 11178127 | Episode Q0:    48.47
Episode: 4844/5000 | Episode reward:  1246.48 | Episode steps: 2500 | Average reward:  1225.80 | Step Count: 11180627 | Episode Q0:    48.47
Episode: 4845/5000 | Episode reward:   924.50 | Episode steps: 2500 | Average reward:  1192.44 | Step Count: 11183127 | Episode Q0:    48.47
Episode: 4846/5000 | Episode reward:  1280.94 | Episode steps: 2500 | Average reward:  1199.70 | Step Count: 11185627 | Episode Q0:    48.47
Episode: 4847/5000 | Episode reward:  1174.31 | Episode steps: 2500 | Average reward:  1189.19 | Step Count: 11188127 | Episode Q0:    47.00
Episode: 4848/5000 | Episode reward:  1249.69 | Episode steps: 2500 | Average reward:  1188.51 | Step Count: 11190627 | Episode Q0:    47.00
Episode: 4849/5000 | Episode reward:  1281.74 | Episode steps: 2500 | Average reward:  1190.09 | Step Count: 11193127 | Episode Q0:    47.00
Episode: 4850/5000 | Episode reward:  1348.15 | Episode steps: 2500 | Average reward:  1205.40 | Step Count: 11195627 | Episode Q0:    47.00
Episode: 4851/5000 | Episode reward:  1286.32 | Episode steps: 2500 | Average reward:  1206.74 | Step Count: 11198127 | Episode Q0:    47.00
Episode: 4852/5000 | Episode reward:  1283.64 | Episode steps: 2500 | Average reward:  1206.68 | Step Count: 11200627 | Episode Q0:    47.00
Episode: 4853/5000 | Episode reward:  1246.24 | Episode steps: 2500 | Average reward:  1232.20 | Step Count: 11203127 | Episode Q0:    47.00
Episode: 4854/5000 | Episode reward:  1280.39 | Episode steps: 2500 | Average reward:  1235.59 | Step Count: 11205627 | Episode Q0:    47.00
Episode: 4855/5000 | Episode reward:  1261.18 | Episode steps: 2500 | Average reward:  1269.26 | Step Count: 11208127 | Episode Q0:    47.00
Episode: 4856/5000 | Episode reward:  1295.42 | Episode steps: 2500 | Average reward:  1270.71 | Step Count: 11210627 | Episode Q0:    47.00
Episode: 4857/5000 | Episode reward:  1278.73 | Episode steps: 2500 | Average reward:  1281.15 | Step Count: 11213127 | Episode Q0:    47.00
Episode: 4858/5000 | Episode reward:  1272.50 | Episode steps: 2500 | Average reward:  1283.43 | Step Count: 11215627 | Episode Q0:    47.00
Episode: 4859/5000 | Episode reward:  1258.74 | Episode steps: 2500 | Average reward:  1281.13 | Step Count: 11218127 | Episode Q0:    47.00
Episode: 4860/5000 | Episode reward:  1280.89 | Episode steps: 2500 | Average reward:  1274.40 | Step Count: 11220627 | Episode Q0:    47.00
Episode: 4861/5000 | Episode reward:  1300.69 | Episode steps: 2500 | Average reward:  1275.84 | Step Count: 11223127 | Episode Q0:    47.00
Episode: 4862/5000 | Episode reward:  1294.76 | Episode steps: 2500 | Average reward:  1276.95 | Step Count: 11225627 | Episode Q0:    47.00
Episode: 4863/5000 | Episode reward:  1274.46 | Episode steps: 2500 | Average reward:  1279.78 | Step Count: 11228127 | Episode Q0:    47.00
Episode: 4864/5000 | Episode reward:  1276.95 | Episode steps: 2500 | Average reward:  1279.43 | Step Count: 11230627 | Episode Q0:    47.00
Episode: 4865/5000 | Episode reward:  1288.24 | Episode steps: 2500 | Average reward:  1282.14 | Step Count: 11233127 | Episode Q0:    47.00
Episode: 4866/5000 | Episode reward:  1268.32 | Episode steps: 2500 | Average reward:  1279.43 | Step Count: 11235627 | Episode Q0:    47.00
Episode: 4867/5000 | Episode reward:  1317.82 | Episode steps: 2500 | Average reward:  1283.34 | Step Count: 11238127 | Episode Q0:    47.00
Episode: 4868/5000 | Episode reward:  1303.29 | Episode steps: 2500 | Average reward:  1286.42 | Step Count: 11240627 | Episode Q0:    48.22
Episode: 4869/5000 | Episode reward:  1262.72 | Episode steps: 2500 | Average reward:  1286.81 | Step Count: 11243127 | Episode Q0:    48.22
Episode: 4870/5000 | Episode reward:  1269.26 | Episode steps: 2500 | Average reward:  1285.65 | Step Count: 11245627 | Episode Q0:    48.22
Episode: 4871/5000 | Episode reward:  1242.70 | Episode steps: 2500 | Average reward:  1279.85 | Step Count: 11248127 | Episode Q0:    48.22
Episode: 4872/5000 | Episode reward:  1292.32 | Episode steps: 2500 | Average reward:  1279.61 | Step Count: 11250627 | Episode Q0:    48.22
Episode: 4873/5000 | Episode reward:  1299.97 | Episode steps: 2500 | Average reward:  1282.16 | Step Count: 11253127 | Episode Q0:    48.22
Episode: 4874/5000 | Episode reward:  1295.56 | Episode steps: 2500 | Average reward:  1284.02 | Step Count: 11255627 | Episode Q0:    48.22
Episode: 4875/5000 | Episode reward:  1268.94 | Episode steps: 2500 | Average reward:  1282.09 | Step Count: 11258127 | Episode Q0:    48.22
Episode: 4876/5000 | Episode reward:  1280.12 | Episode steps: 2500 | Average reward:  1283.27 | Step Count: 11260627 | Episode Q0:    48.22
Episode: 4877/5000 | Episode reward:  1244.45 | Episode steps: 2500 | Average reward:  1275.93 | Step Count: 11263127 | Episode Q0:    48.22
Episode: 4878/5000 | Episode reward:  1281.48 | Episode steps: 2500 | Average reward:  1273.75 | Step Count: 11265627 | Episode Q0:    48.22
Episode: 4879/5000 | Episode reward:  1280.63 | Episode steps: 2500 | Average reward:  1275.54 | Step Count: 11268127 | Episode Q0:    48.22
Episode: 4880/5000 | Episode reward:  1290.97 | Episode steps: 2500 | Average reward:  1277.71 | Step Count: 11270627 | Episode Q0:    48.22
Episode: 4881/5000 | Episode reward:  1217.51 | Episode steps: 2500 | Average reward:  1275.20 | Step Count: 11273127 | Episode Q0:    48.22
Episode: 4882/5000 | Episode reward:  1283.10 | Episode steps: 2500 | Average reward:  1274.27 | Step Count: 11275627 | Episode Q0:    48.22
Episode: 4883/5000 | Episode reward:  1273.56 | Episode steps: 2500 | Average reward:  1271.63 | Step Count: 11278127 | Episode Q0:    48.22
Episode: 4884/5000 | Episode reward:  1267.40 | Episode steps: 2500 | Average reward:  1268.82 | Step Count: 11280627 | Episode Q0:    48.22
Episode: 4885/5000 | Episode reward:  1291.65 | Episode steps: 2500 | Average reward:  1271.09 | Step Count: 11283127 | Episode Q0:    48.22
Episode: 4886/5000 | Episode reward:  1276.62 | Episode steps: 2500 | Average reward:  1270.74 | Step Count: 11285627 | Episode Q0:    48.22
Episode: 4887/5000 | Episode reward:  1278.18 | Episode steps: 2500 | Average reward:  1274.11 | Step Count: 11288127 | Episode Q0:    48.22
Episode: 4888/5000 | Episode reward:  1289.45 | Episode steps: 2500 | Average reward:  1274.91 | Step Count: 11290627 | Episode Q0:    48.22
Episode: 4889/5000 | Episode reward:  1289.78 | Episode steps: 2500 | Average reward:  1275.82 | Step Count: 11293127 | Episode Q0:    48.22
Episode: 4890/5000 | Episode reward:  1288.23 | Episode steps: 2500 | Average reward:  1275.55 | Step Count: 11295627 | Episode Q0:    48.22
Episode: 4891/5000 | Episode reward:  1280.42 | Episode steps: 2500 | Average reward:  1281.84 | Step Count: 11298127 | Episode Q0:    48.02
Episode: 4892/5000 | Episode reward:  1300.80 | Episode steps: 2500 | Average reward:  1283.61 | Step Count: 11300627 | Episode Q0:    48.02
Episode: 4893/5000 | Episode reward:  1302.59 | Episode steps: 2500 | Average reward:  1286.51 | Step Count: 11303127 | Episode Q0:    48.02
Episode: 4894/5000 | Episode reward:  1298.96 | Episode steps: 2500 | Average reward:  1289.67 | Step Count: 11305627 | Episode Q0:    48.02
Episode: 4895/5000 | Episode reward:  1291.45 | Episode steps: 2500 | Average reward:  1289.65 | Step Count: 11308127 | Episode Q0:    48.02
Episode: 4896/5000 | Episode reward:  1272.27 | Episode steps: 2500 | Average reward:  1289.21 | Step Count: 11310627 | Episode Q0:    48.02
Episode: 4897/5000 | Episode reward:  1255.11 | Episode steps: 2500 | Average reward:  1286.91 | Step Count: 11313127 | Episode Q0:    48.02
Episode: 4898/5000 | Episode reward:  1262.20 | Episode steps: 2500 | Average reward:  1284.18 | Step Count: 11315627 | Episode Q0:    48.02
Episode: 4899/5000 | Episode reward:  1282.51 | Episode steps: 2500 | Average reward:  1283.45 | Step Count: 11318127 | Episode Q0:    48.02
Episode: 4900/5000 | Episode reward:  1284.79 | Episode steps: 2500 | Average reward:  1283.11 | Step Count: 11320627 | Episode Q0:    48.02
Episode: 4901/5000 | Episode reward:  1291.32 | Episode steps: 2500 | Average reward:  1284.20 | Step Count: 11323127 | Episode Q0:    48.02
Episode: 4902/5000 | Episode reward:  1278.88 | Episode steps: 2500 | Average reward:  1282.01 | Step Count: 11325627 | Episode Q0:    48.02
Episode: 4903/5000 | Episode reward:  1283.18 | Episode steps: 2500 | Average reward:  1280.07 | Step Count: 11328127 | Episode Q0:    48.02
Episode: 4904/5000 | Episode reward:  1294.44 | Episode steps: 2500 | Average reward:  1279.61 | Step Count: 11330627 | Episode Q0:    48.02
Episode: 4905/5000 | Episode reward:  1289.69 | Episode steps: 2500 | Average reward:  1279.44 | Step Count: 11333127 | Episode Q0:    48.02
Episode: 4906/5000 | Episode reward:  1258.66 | Episode steps: 2500 | Average reward:  1278.08 | Step Count: 11335627 | Episode Q0:    48.02
Episode: 4907/5000 | Episode reward:  1292.00 | Episode steps: 2500 | Average reward:  1281.77 | Step Count: 11338127 | Episode Q0:    48.02
Episode: 4908/5000 | Episode reward:  1231.94 | Episode steps: 2500 | Average reward:  1278.74 | Step Count: 11340627 | Episode Q0:    48.02
Episode: 4909/5000 | Episode reward:  1264.20 | Episode steps: 2500 | Average reward:  1276.91 | Step Count: 11343127 | Episode Q0:    48.02
Episode: 4910/5000 | Episode reward:  1291.76 | Episode steps: 2500 | Average reward:  1277.61 | Step Count: 11345627 | Episode Q0:    48.02
Episode: 4911/5000 | Episode reward:  1286.09 | Episode steps: 2500 | Average reward:  1277.08 | Step Count: 11348127 | Episode Q0:    48.02
Episode: 4912/5000 | Episode reward:  1253.39 | Episode steps: 2500 | Average reward:  1274.53 | Step Count: 11350627 | Episode Q0:    47.61
Episode: 4913/5000 | Episode reward:  1248.74 | Episode steps: 2500 | Average reward:  1271.09 | Step Count: 11353127 | Episode Q0:    47.61
Episode: 4914/5000 | Episode reward:  1268.30 | Episode steps: 2500 | Average reward:  1268.48 | Step Count: 11355627 | Episode Q0:    47.61
Episode: 4915/5000 | Episode reward:  1250.70 | Episode steps: 2500 | Average reward:  1264.58 | Step Count: 11358127 | Episode Q0:    47.61
Episode: 4916/5000 | Episode reward:  1289.89 | Episode steps: 2500 | Average reward:  1267.70 | Step Count: 11360627 | Episode Q0:    47.61
Episode: 4917/5000 | Episode reward:  1253.28 | Episode steps: 2500 | Average reward:  1263.83 | Step Count: 11363127 | Episode Q0:    47.61
Episode: 4918/5000 | Episode reward:  1248.40 | Episode steps: 2500 | Average reward:  1265.47 | Step Count: 11365627 | Episode Q0:    47.61
Episode: 4919/5000 | Episode reward:  1233.89 | Episode steps: 2500 | Average reward:  1262.44 | Step Count: 11368127 | Episode Q0:    47.61
Episode: 4920/5000 | Episode reward:  1283.94 | Episode steps: 2500 | Average reward:  1261.66 | Step Count: 11370627 | Episode Q0:    47.61
Episode: 4921/5000 | Episode reward:  1276.35 | Episode steps: 2500 | Average reward:  1260.69 | Step Count: 11373127 | Episode Q0:    47.61
Episode: 4922/5000 | Episode reward:  1270.95 | Episode steps: 2500 | Average reward:  1262.44 | Step Count: 11375627 | Episode Q0:    47.61
Episode: 4923/5000 | Episode reward:  1285.10 | Episode steps: 2500 | Average reward:  1266.08 | Step Count: 11378127 | Episode Q0:    47.61
Episode: 4924/5000 | Episode reward:  1251.05 | Episode steps: 2500 | Average reward:  1264.35 | Step Count: 11380627 | Episode Q0:    47.61
Episode: 4925/5000 | Episode reward:  1302.51 | Episode steps: 2500 | Average reward:  1269.53 | Step Count: 11383127 | Episode Q0:    47.61
